El señor CROUSILLAT CARREÑO.—	 Nos están hostigando.
El señor MONTESINOS TORRES.—	 Claro.
El señor CROUSILLAT CARREÑO.—	 Lo están hostigando, cada día quiere algo no le dan, lo están cansando... Tiene (ininteligible)
El señor MONTESINOS TORRES.—	 Sí.
El señor CROUSILLAT CARREÑO.—	 (ininteligible) de Miami.
El señor MONTESINOS TORRES.—	 Estuvo en Miami, tienes razón, entonces ahí puede tener (ininteligible) si, no, no, el (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Han sido compadres...
El señor MONTESINOS TORRES.—	 Sí, claro, si, si.
El señor CROUSILLAT CARREÑO.—	 Si (ininteligible) esta jodido, incumples te quito todo.
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 (ininteligible) cada vez que pidas oportunidad te dan.
El señor MONTESINOS TORRES.—	 Se les recuerda.
EL señor CROUSILLLAT CARREÑO.—	 Lo voy metiendo más adentro.
El señor MONTESINOS TORRES.—	 (ininteligible) va a decir qué le interesa seguir protegiendo (ininteligible) si estoy con preferencia tengo todo, no me acogotan en el pago de...
El señor CROUSILLAT CARREÑO.—	 Ah, no lo estoy acogotando, la verdad, porque no tengo hermano, yo sé que me van a pagar los de Bellasouth, me van a pagar.
El señor MONTESINOS TORRES.—	 (ininteligible) sino no.
El señor CROUSILLAT CARREÑO.—	 Esa es la política.
El señor MONTESINOS TORRES.—	 De ahí, (ininteligible) te pones serio, te pones serio, cuando estamos hablando sobre, bueno, sobre (ininteligible)
Background	—Risas.
El señor CROUSILLAT CARREÑO.—	 Fuera de la televisión es otra cosa.
El señor MONTESINOS TORRES.—	 Pero, por supuesto , porque si no me pega.
El señor CROUSILLAT CARREÑO.—	 Yo me vacilo de todo.
El señor MONTESINOS TORRES.—	 Lógico, todos estamos tranquilos.
El señor CROUSILLAT CARREÑO.—	 Además el tipo te confesó que (ininteligible) los cassettes que tiene Hildebrandt,
El señor MONTESINOS TORRES.—	 Sí.
El señor CROUSILLAT CARREÑO.—	 A mi no me gusta profundizar en ese tema, ni le doy importancia, más sobre todo que he sido amenazado, por eso me llega al huevo, que ponga lo que quiera, se lo meta al (ininteligible) si quiere, (ininteligible) el tipo tiene que...
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 O sea, yo estoy tranquilo desde ese punto de vista.
El señor MONTESINOS TORRES.—	 (ininteligible) nada, nada, lo que estás temiendo.
El señor CROUSILLAT CARREÑO.—	 (ininteligible)
El señor MONTESINOS TORRES.—	 Sí, y botó  a la periodista que estuvo trabajando con Hildebrandt.
El señor CROUSILLAT CARREÑO.—	 Sí, y ahora que Alvarez... (ininteligible)
El señor MONTESINOS TORRES.—	 Uy, claro y empezaron a hablar (ininteligible)
El señor CROUSILLAT CARREÑO.—	 A mí me han dicho lo siguiente: Vega le a vendido a Angel Gonzáles, al mexicano ese, 60% del canal 9, hablan de Lima nada más y el 40% se lo han dado a Vera, ¿cómo? Ahí hay que averiguar, porque el mexicano no puede tener acciones...
El señor MONTESINOS TORRES.—	 Así es.
El señor CROUSILLAT CARREÑO.—	 Serán testaferros, pero ve cómo se puede investigar eso, para tratar de joderlos pues.
El señor MONTESINOS TORRES.—	 Pero tú tienes datos que Angel Gonzáles es...
El señor CROUSILLAT CARREÑO.—	 (ininteligible) mexicano tiene el 25%  en cada...
El señor MONTESINOS TORRES.—	 Bueno, pero no ha metido  a Hildebrandt. Pero le está dando la invitación a Hildebrandt.
El señor CROUSILLAT CARREÑO.—	 Le gusta la periodista (ininteligible) todas son de Hildebrandt.
El señor MONTESINOS TORRES.—	 (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Pones el 9 y (ininteligible) de todas maneras, sale Hildebrandt, sales tú,
El señor MONTESINOS TORRES.—	 Voy a hablar con Vega, porque Vega también, (ininteligible) ya botaron a Cecilia Valenzuela, botaron a Iberico y sacamos porque de acá salen todos los domingos 2 horas con Hildebrandt, pero Hildebrandt bueno, ¿no?
El señor CROUSILLAT CARREÑO.—	 ¿No estaba acordado,  no?
El señor MONTESINOS TORRES.—	 No, no está acordado, (ininteligible) tampoco ha podido, porque a veces no tiene tiempo de venir sábados, es imposible.
El señor CROUSILLAT CARREÑO.—	 (ininteligible) aquí el truco es que todo lo que hay es lo único que está (ininteligible) pero eso si está saliendo todos los días la promoción de Hildebrandt, publicherry a Hildebrandt (ininteligible)
El señor MONTESINOS TORRES.—	 ¿Y Carlos Alvarez está diciendo eso?
El señor CROUSILLAT CARREÑO.—	 Vamos crear (ininteligible) yo vuelvo, la sacamos a la periodista esta ...
El señor MONTESINOS TORRES.—	 O sea Carlos Alvarez está haciendo de Hildebrandt.
El señor CROUSILLAT CARREÑO.—	 Claro y con su periodista, vamos a trabajar en (ininteligible) no va a haber en serio pero ahí está Hildebrandt.
El señor MONTESINOS TORRES.—	 Voy a chequear, (18) porque con el chico Vega tengo buena relación,  o sea, como que hemos llegado a un consenso.
El señor CROUSILLAT CARREÑO.—	 (ininteligible)
El señor MONTESINOS TORRES.—	 Ya. O sea, que yo lo apoyo.
El señor CROUSILLAT CARREÑO.—	 Pero ese apoyo puede ser el producto de una (ininteligible).
El señor MONTESINOS TORRES.—	 No conviene (ininteligible) porque te da entender (ininteligible)
El señor CROUSILLAT CARREÑO.—	 Él me dio entender que el padre es el que exagera.
El señor MONTESINOS TORRES.—	 Pero es de la parte empresarial, que tiene un defecto pero la línea política del padre.
El señor CROUSILLAT CARREÑO.—	 Es un hombre inteligente.
El señor MONTESINOS TORRES.—	 Sí, pues, el chico es un hombre inteligente pero no se puede hacer nada, porque el padre.
El señor CROUSILLAT CARREÑO.—	 Eso (ininteligible) O sea, todas las ideas las comparte entre tres alcaldes, pero (ininteligible).
El señor MONTESINOS TORRES.—	 No conviene (ininteligible).
El señor CROUSILLAT CARREÑO.—	 Lo que yo le digo es simplemente que el directorio (ininteligible).
El señor MONTESINOS TORRES.—	 Ah, claro.
El señor CROUSILLAT CARREÑO.—	 Porque mi papá (ininteligible). No, (ininteligible).
El señor MONTESINOS TORRES.—	 Lo de viejo entrecomillas.
El señor CROUSILLAT CARREÑO.—	 Échame la culpa.
El señor MONTESINOS TORRES.—	 (Ininteligible).
El señor CROUSILLAT CARREÑO.—	 (Ininteligible) Mientras el mío está activo el tuyo.
El señor MONTESINOS TORRES.—	 Está en el otro equipo. (ininteligible). En la playa 'Totoritas' es bien tremendo el viejo y como (ininteligible). Parece argentino. Es increíble el hijo del viejo. El viejo sabe el problema de, no sé, de mi declaración política. ¿Por qué? Porque la UPP desapareció, PPC no tiene (ininteligible). Entonces el tipo está buscando donde poder.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Pero está cambiando ya, el pobre viejo está, todo, es decir, el cambio, estamos todos. Todos están haciendo trato de tiempo. Todos estamos poniendo el hombro (ininteligible) Yo creo que la cosa está aclarado. Amparada de estar chambeando (ininteligible) Perfecto. Entonces, eso tiene que ser para toda la semana, va a estar bueno tu chamba. Yo tengo una lista de (ininteligible).
El señor CROUSILLAT CARREÑO.—	 (Ininteligible). Cuando Wolswagen se presentó.
El señor MONTESINOS TORRES.—	 Mira la entrevista de Alan con esa mujer suman 16.20.
El señor CROUSILLAT CARREÑO.—	 Claro. Ya cuando (ininteligible) Joy Way sumó 35 por ciento.
El señor MONTESINOS TORRES.—	 Fue todo, 38. O sea más gente dio la contestación que la (ininteligible). Uno, 2, 3, 4, 5: 500; 1, 2, 3, 4, 5: un millón.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible)
El señor MONTESINOS TORRES.—	 Yo espero.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible) debajo de la llama. (Pausa)
El señor MONTESINOS TORRES.—	 La plata, hermano. No, para ti.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
El señor MONTESINOS TORRES.—	 Roban pues.
El señor CROUSILLAT CARREÑO.—	 Claro.
El señor MONTESINOS TORRES.—	 No tocas a ese (ininteligible).
El  señor CROUSILLAT CARREÑO.—	 Claro.
El señor MONTESINOS TORRES.—	 Ustedes nos han apoyado.
El señor CROUSILLAT CARREÑO.—	 (Ininteligible).
Background	—Fin de la grabación. —Fecha de transcripción 8 de marzo de 2001.
